City,Date,Year,Month,Day,AQI,PM2.5,PM10,NO2,SO2,AQI_Category
Mumbai,2023-02-05,2023,2,5,76,139.78198116249374,200.54117867409744,64.047130991257,96.83708330175375,Satisfactory
Mumbai,2023-02-06,2023,2,6,263,208.29072169624868,348.18359991851935,149.55328529535524,45.551541235533506,Poor
Mumbai,2023-02-07,2023,2,7,125,167.16659027317675,178.5224260107668,132.88491668076747,24.3794873428918,Moderately Polluted
Mumbai,2023-02-08,2023,2,8,392,51.74217097102226,43.637934779762574,125.1784090404089,34.58128428979551,Very Poor
Mumbai,2023-02-09,2023,2,9,194,143.47501838683112,345.9859577366458,52.68643741390889,23.30425766623653,Moderately Polluted
Mumbai,2023-02-10,2023,2,10,111,156.39101805439978,291.84478652788897,146.25652362426885,24.13359937526846,Moderately Polluted
Mumbai,2023-02-11,2023,2,11,298,54.02457488487601,146.43720107394404,141.58941220399925,37.587537696052316,Poor
Mumbai,2023-02-12,2023,2,12,315,139.7355249013229,145.10763382972993,17.347439413961858,47.77244723389864,Very Poor
Mumbai,2023-02-13,2023,2,13,59,214.3530463338347,393.81040161947766,17.02454904479636,14.185983179818878,Satisfactory
Mumbai,2023-02-14,2023,2,14,141,288.61728942497354,261.6460909697006,117.22157959275442,12.525249250795227,Moderately Polluted
Mumbai,2023-02-15,2023,2,15,194,233.4732529203383,71.084702400429,75.48088623596112,62.560197442050885,Moderately Polluted
Mumbai,2023-02-16,2023,2,16,215,139.832599483404,130.2969400415612,88.67093549275286,15.633784922804978,Poor
Mumbai,2023-02-17,2023,2,17,146,172.68742652749847,320.9573526941697,148.13626562638336,28.832979813030498,Moderately Polluted
Mumbai,2023-02-18,2023,2,18,144,266.79023793425625,359.6947340545964,57.01429104981484,63.431626631396306,Moderately Polluted
Mumbai,2023-02-19,2023,2,19,176,21.884824587458766,373.7794754907819,17.071034933592916,56.99395069089501,Moderately Polluted
Mumbai,2023-02-20,2023,2,20,74,287.86720259117095,74.2694356996896,91.1761406466815,31.842275414270695,Satisfactory
Mumbai,2023-02-21,2023,2,21,142,247.9754504521618,289.4205743040242,92.26777812611522,82.95621998579406,Moderately Polluted
Mumbai,2023-02-22,2023,2,22,276,29.358786620406768,78.71791539639722,71.53881184820582,53.49371247791193,Poor
Mumbai,2023-02-23,2023,2,23,104,26.928709621391082,63.83786449616747,131.75538526811278,49.86151044683941,Moderately Polluted
Mumbai,2023-02-24,2023,2,24,417,283.6886775933821,147.25375025205432,89.91955107902662,91.41156215553971,Very Poor
Mumbai,2023-02-25,2023,2,25,386,189.43875688427426,376.30311638400275,105.15866900075676,59.167255016695925,Very Poor
Mumbai,2023-02-26,2023,2,26,91,288.42015931754986,224.2652545833316,11.987528826041318,29.47503988253527,Satisfactory
Mumbai,2023-02-27,2023,2,27,112,208.0598314062366,304.5054218068789,39.83989670395113,87.38184867287846,Moderately Polluted
Mumbai,2023-02-28,2023,2,28,295,163.7749300512002,222.6629481866499,66.79033632261326,21.070379915029918,Poor
Mumbai,2023-03-01,2023,3,1,246,22.03361844277562,341.10465011919484,18.267020224158074,30.808098179547272,Poor
Mumbai,2023-03-02,2023,3,2,201,210.01618927083535,215.76347078690375,148.63992388189178,63.077457343533986,Poor
Mumbai,2023-03-03,2023,3,3,66,256.29454812247195,330.53259927612356,11.912635965885318,90.09400377393588,Satisfactory
Mumbai,2023-03-04,2023,3,4,337,132.38309305679428,317.076333852916,77.78422450287704,80.43137277526645,Very Poor
Mumbai,2023-03-05,2023,3,5,263,240.01023635946575,148.43298917853772,108.76860345423634,22.812923426303133,Poor
Mumbai,2023-03-06,2023,3,6,158,153.82836259617656,119.12271346559379,11.272184893170285,66.58826509338614,Moderately Polluted
Mumbai,2023-03-07,2023,3,7,429,156.2945494162124,341.02308085149554,21.144710778950788,72.16085025687515,Very Poor
Mumbai,2023-03-08,2023,3,8,216,262.3933857896619,112.77607299262475,73.01538021590414,92.95360057213415,Poor
Mumbai,2023-03-09,2023,3,9,211,114.75285250460118,55.130816474085314,74.10604131779,42.47554212969146,Poor
Mumbai,2023-03-10,2023,3,10,250,76.97861419397931,387.3590064633411,144.13933677262946,28.525006091786675,Poor
Mumbai,2023-03-11,2023,3,11,269,208.58631971619235,338.2308461317155,55.21855564476157,89.45615806054114,Poor
Mumbai,2023-03-12,2023,3,12,243,160.1977339092049,281.3522984189792,48.28643215249717,74.96495158881191,Poor
Mumbai,2023-03-13,2023,3,13,215,36.39147005633916,332.26591845444835,29.455658864127443,75.9932679681864,Poor
Mumbai,2023-03-14,2023,3,14,400,149.85082998732844,141.87876127839706,36.91610858553287,34.39960716341709,Very Poor
Mumbai,2023-03-15,2023,3,15,445,156.65416662602468,316.1587647273455,83.14955324468238,65.8973614753587,Very Poor
Mumbai,2023-03-16,2023,3,16,66,76.27237654855008,278.88720200232484,110.23785709584138,62.69581959534126,Satisfactory
Mumbai,2023-03-17,2023,3,17,168,7.291159435420772,206.99496393303724,148.10823622004213,31.435427777783115,Moderately Polluted
Mumbai,2023-03-18,2023,3,18,93,207.72104895825962,329.6215936589903,68.43482736085404,34.41854268812279,Satisfactory
Mumbai,2023-03-19,2023,3,19,52,44.46455277322056,382.2567236813016,20.173182261361937,23.913874893912936,Satisfactory
Mumbai,2023-03-20,2023,3,20,225,69.92656948394537,116.51420628297632,132.87690503589874,13.508772310049514,Poor
Mumbai,2023-03-21,2023,3,21,137,75.4317724703771,101.14628470632972,67.56020710719818,71.8829879962074,Moderately Polluted
Mumbai,2023-03-22,2023,3,22,268,155.19494681187174,72.94140330365762,131.27178428101473,87.80065887192862,Poor
Mumbai,2023-03-23,2023,3,23,308,136.09670744306877,135.24751697372028,110.32488185440434,39.072829487513616,Very Poor
Mumbai,2023-03-24,2023,3,24,105,154.24811104318619,315.53660582576134,130.1652114430401,85.2620881139983,Moderately Polluted
Mumbai,2023-03-25,2023,3,25,204,195.1230931485752,89.48852016685152,42.53656647001784,65.3850398708038,Poor
Mumbai,2023-03-26,2023,3,26,307,7.899128008087414,175.48938323422564,56.1130977022906,70.87086615929098,Very Poor
Mumbai,2023-03-27,2023,3,27,71,94.70791761152873,328.41826548904436,51.148346470690726,47.401004198723314,Satisfactory
Mumbai,2023-03-28,2023,3,28,265,273.3743875802418,343.68032869100585,17.36041569354044,14.919460102321212,Poor
Mumbai,2023-03-29,2023,3,29,317,161.78637765313715,194.02602150602348,65.55050555804179,45.96499606211125,Very Poor
Mumbai,2023-03-30,2023,3,30,177,86.0264315874321,200.28526737592617,56.72872358977169,60.034773264903784,Moderately Polluted
Mumbai,2023-03-31,2023,3,31,376,56.37622425664192,227.81484603922453,110.02435574400944,47.23962750182095,Very Poor
Mumbai,2023-04-01,2023,4,1,80,73.6932742784478,206.96065718419146,53.43293972425867,22.26754178731345,Satisfactory
Mumbai,2023-04-02,2023,4,2,69,100.22888906711584,118.0809044058976,74.95795844165332,17.662004517806448,Satisfactory
Mumbai,2023-04-03,2023,4,3,194,139.2473124785134,82.1504419214712,52.57733892552506,64.00510086646929,Moderately Polluted
Mumbai,2023-04-04,2023,4,4,215,243.3474117921606,311.75055473144835,25.955224196693763,66.17125592143765,Poor
Mumbai,2023-04-05,2023,4,5,398,152.366758885378,310.6149720075339,47.17806372173791,81.64348911663289,Very Poor
Mumbai,2023-04-06,2023,4,6,182,15.141173213758938,262.8059483498481,21.402609804762285,46.326386462321224,Moderately Polluted
Mumbai,2023-04-07,2023,4,7,369,165.90124531245536,70.69820749881869,106.83007627626455,80.52609600820469,Very Poor
Mumbai,2023-04-08,2023,4,8,274,35.44891141930489,242.31336411309152,78.39594530163599,54.7986457510142,Poor
Mumbai,2023-04-09,2023,4,9,446,142.84199382221325,60.550491258894624,100.93784094597466,87.45996123003354,Very Poor
Mumbai,2023-04-10,2023,4,10,350,223.97813323651357,264.3796539947831,54.204076347765195,64.0442787832346,Very Poor
Mumbai,2023-04-11,2023,4,11,177,136.22761100545623,361.7767584235836,28.69479264250492,41.73616274880889,Moderately Polluted
Mumbai,2023-04-12,2023,4,12,275,290.9998153248226,192.49193184028243,80.97994682006863,59.35633636945813,Poor
Mumbai,2023-04-13,2023,4,13,113,86.1541700599417,262.8609818579884,57.73467631001839,99.77886501014262,Moderately Polluted
Mumbai,2023-04-14,2023,4,14,52,237.78335293638324,249.0992953900654,101.59086468406181,99.82899122823368,Satisfactory
Mumbai,2023-04-15,2023,4,15,252,218.97128526708406,337.82385941595174,146.42150348938654,97.68218231988197,Poor
Mumbai,2023-04-16,2023,4,16,140,32.07439390899687,278.76225073335894,133.1054248707585,53.85156607026787,Moderately Polluted
Mumbai,2023-04-17,2023,4,17,340,196.80521410146773,393.34338062847416,137.65459973552257,46.7174127764608,Very Poor
Mumbai,2023-04-18,2023,4,18,240,111.87657955006043,334.02831840821096,108.20987420512324,48.637647281425856,Poor
Mumbai,2023-04-19,2023,4,19,118,258.20747737537283,196.17638825051094,119.79798190294036,94.95361865239724,Moderately Polluted
Mumbai,2023-04-20,2023,4,20,163,96.93761041312142,219.62094049127413,19.247743095102408,97.393982386725,Moderately Polluted
Mumbai,2023-04-21,2023,4,21,226,294.4082343650674,271.4880768582814,124.36464053058356,76.2068286010031,Poor
Mumbai,2023-04-22,2023,4,22,395,216.020081606095,121.89442725252991,54.19358736296924,16.898866954139756,Very Poor
Mumbai,2023-04-23,2023,4,23,172,35.246113477201405,24.528833531731994,29.55693216441141,72.99491300902555,Moderately Polluted
Mumbai,2023-04-24,2023,4,24,62,137.4661393091387,194.53540152096804,20.77568562112243,68.72267741708839,Satisfactory
Mumbai,2023-04-25,2023,4,25,215,152.806869910458,237.649002522933,29.21180052636195,94.07783875857625,Poor
Mumbai,2023-04-26,2023,4,26,313,136.61403065486502,275.2308877792015,56.746346013717556,29.1546202939484,Very Poor
Mumbai,2023-04-27,2023,4,27,390,229.2102960319363,38.53120114899336,128.12203097943603,46.614187211011455,Very Poor
Mumbai,2023-04-28,2023,4,28,298,160.47979616530628,241.36283542747967,105.73034812458243,76.54629048206904,Poor
Mumbai,2023-04-29,2023,4,29,129,261.5368550310172,91.98850460361305,66.16071572885166,95.04062627137343,Moderately Polluted
Mumbai,2023-04-30,2023,4,30,281,41.83667268724719,219.66914801762823,25.328736157624704,24.271057679147194,Poor
Mumbai,2023-05-01,2023,5,1,422,101.3879727177469,152.85347154693443,93.48850964954863,31.050224466793964,Very Poor
Mumbai,2023-05-02,2023,5,2,139,135.01801711985775,118.95318133940519,127.3759493329066,72.98396811231964,Moderately Polluted
Mumbai,2023-05-03,2023,5,3,270,204.19309708080107,98.23515550776204,59.347346572069156,16.980463459469377,Poor
Mumbai,2023-05-04,2023,5,4,351,95.21498582868087,308.5108122696581,96.76469962881924,12.354097438551305,Very Poor
Mumbai,2023-05-05,2023,5,5,202,36.16685190743456,328.88336918396794,91.02590669039989,63.73707699630339,Poor
Mumbai,2023-05-06,2023,5,6,115,25.88347362329646,270.94753591041365,123.28727251194377,68.91901054244086,Moderately Polluted
Mumbai,2023-05-07,2023,5,7,152,285.34056905217346,133.97662612326417,12.683504253496888,46.038990289026884,Moderately Polluted
Mumbai,2023-05-08,2023,5,8,166,14.859953868473609,240.3212806565229,33.31049658693211,72.66091949183007,Moderately Polluted
Mumbai,2023-05-09,2023,5,9,380,69.23002540646539,256.06608158246354,16.73105558810303,50.93958564186741,Very Poor
Mumbai,2023-05-10,2023,5,10,73,47.55080622984054,308.41119610453165,80.08673452675033,91.61958567626829,Satisfactory
Mumbai,2023-05-11,2023,5,11,65,227.34745208582825,116.2841715551471,135.31071828265829,59.523267931683314,Satisfactory
Mumbai,2023-05-12,2023,5,12,316,250.64465517307892,207.49454615709016,137.62860791918658,93.16135248929119,Very Poor
Mumbai,2023-05-13,2023,5,13,446,295.3063918701217,131.0546035609674,51.274413368547364,38.6820798387177,Very Poor
Mumbai,2023-05-14,2023,5,14,264,250.74510786261564,193.96587437249852,46.25462470349653,88.48091974930834,Poor
Mumbai,2023-05-15,2023,5,15,210,35.52514377574247,269.49382691186787,136.97797258135412,21.031196647831806,Poor
Mumbai,2023-05-16,2023,5,16,181,165.97225616574724,279.9105493677537,36.63191031481926,54.48414935656452,Moderately Polluted
Mumbai,2023-05-17,2023,5,17,237,60.549244850546394,135.41931756553777,23.0224372967745,18.66745680261633,Poor
Mumbai,2023-05-18,2023,5,18,266,156.86134930527464,215.03899173676805,25.011135189188245,45.23079087868661,Poor
Mumbai,2023-05-19,2023,5,19,265,194.8115401076126,94.92953314786519,23.665405335258825,20.850614929529875,Poor
Mumbai,2023-05-20,2023,5,20,341,74.87059382598115,82.6749302040378,27.446108846477465,39.76043336869172,Very Poor
Mumbai,2023-05-21,2023,5,21,115,204.75165772735636,279.41503793584855,98.02276210839901,30.279630011044315,Moderately Polluted
Mumbai,2023-05-22,2023,5,22,359,55.79825642997175,183.7738169623172,81.47283658183825,18.35623222646973,Very Poor
Mumbai,2023-05-23,2023,5,23,98,53.266780220791496,282.8755028739533,104.40110031800344,98.09576749903646,Satisfactory
Mumbai,2023-05-24,2023,5,24,148,71.75181357242307,70.08659536073816,134.18598422257466,31.12735338634079,Moderately Polluted
Mumbai,2023-05-25,2023,5,25,346,235.30629473063047,365.8745271749846,63.596675267580935,64.91035302339264,Very Poor
Mumbai,2023-05-26,2023,5,26,440,69.23586792603648,49.75463478223185,90.28045554979255,14.342767551070247,Very Poor
Mumbai,2023-05-27,2023,5,27,81,282.521503474166,86.41688825247485,132.46411095191922,75.0559869355766,Satisfactory
Mumbai,2023-05-28,2023,5,28,149,263.3271126379013,123.14372842490023,10.51833695653836,20.443314563484435,Moderately Polluted
Mumbai,2023-05-29,2023,5,29,192,98.13773328229414,320.71790926669667,105.2784932594373,33.45785036341524,Moderately Polluted
Mumbai,2023-05-30,2023,5,30,291,48.09848683468947,332.7413582898352,42.90438183366861,66.9667057177524,Poor
Mumbai,2023-05-31,2023,5,31,163,180.8328606659059,60.83120999898509,12.367791989025026,91.40862060112862,Moderately Polluted
Mumbai,2023-06-01,2023,6,1,304,57.31865168962414,22.676307557173907,122.7694464445142,12.295590007239731,Very Poor
Mumbai,2023-06-02,2023,6,2,424,200.54363735222637,386.8704811482361,138.21400874670414,52.77317440623057,Very Poor
Mumbai,2023-06-03,2023,6,3,285,190.90165004167721,395.6263841049858,58.2031246647943,10.867426697568972,Poor
Mumbai,2023-06-04,2023,6,4,338,93.32982181691645,58.058899052571434,48.04046384574516,82.51579999444463,Very Poor
Mumbai,2023-06-05,2023,6,5,234,81.89518817571629,55.16085065935327,65.92051906431962,44.7982762740548,Poor
Mumbai,2023-06-06,2023,6,6,117,127.76747918981654,83.2846351289626,148.06475161971727,82.98065587999723,Moderately Polluted
Mumbai,2023-06-07,2023,6,7,442,10.46671391032832,74.57612366615018,102.11292800942763,74.11032240966718,Very Poor
Mumbai,2023-06-08,2023,6,8,96,278.98520925562025,208.76250264227411,128.01236754386758,47.35922888668174,Satisfactory
Mumbai,2023-06-09,2023,6,9,349,185.28674934731762,393.8193127967879,60.51288359292036,76.52051013368147,Very Poor
Mumbai,2023-06-10,2023,6,10,335,25.855499414388024,157.3852713499235,84.87192527936695,99.64132683924068,Very Poor
Mumbai,2023-06-11,2023,6,11,75,192.30427038473442,346.3942927433965,58.26776736598238,42.078076985213194,Satisfactory
Mumbai,2023-06-12,2023,6,12,354,266.54565524320753,176.15816989304176,94.60261877500704,64.8517746587886,Very Poor
Mumbai,2023-06-13,2023,6,13,195,47.57205288780705,55.55257462668751,12.334017083948634,87.98575510329539,Moderately Polluted
Mumbai,2023-06-14,2023,6,14,236,137.6547082691974,151.20052978168016,34.18594587446938,64.08817505891804,Poor
Mumbai,2023-06-15,2023,6,15,147,52.9407642627496,384.7033741555483,129.22139600241323,87.06001418167531,Moderately Polluted
Mumbai,2023-06-16,2023,6,16,310,106.2964479244989,27.25769575441582,106.57077462380126,94.82201175315251,Very Poor
Mumbai,2023-06-17,2023,6,17,75,133.41135363535207,219.55847976241878,37.948033072388455,76.30169555660507,Satisfactory
Mumbai,2023-06-18,2023,6,18,237,216.83010755425394,188.2236067476256,112.51068888371111,27.136801617699305,Poor
Mumbai,2023-06-19,2023,6,19,328,117.95638914098751,87.59594231910987,59.24081558839132,46.81713122623335,Very Poor
Mumbai,2023-06-20,2023,6,20,422,249.8321799976708,177.93855717107897,46.16206007786291,87.36610265650704,Very Poor
Mumbai,2023-06-21,2023,6,21,210,164.6652732579799,40.10482464285246,108.16019079533149,10.294158641593524,Poor
Mumbai,2023-06-22,2023,6,22,331,110.82904061015215,398.3451671362527,77.22569213666429,51.15913258801325,Very Poor
Mumbai,2023-06-23,2023,6,23,435,275.4430209200303,324.3108779467051,73.1582097716978,73.27643026741562,Very Poor
Mumbai,2023-06-24,2023,6,24,121,187.53035982499387,51.03831064921451,40.481485831846314,28.782325401231674,Moderately Polluted
Mumbai,2023-06-25,2023,6,25,199,141.64383371113155,204.99472053767,140.8850265176312,65.52315944119798,Moderately Polluted
Mumbai,2023-06-26,2023,6,26,100,43.167282005176766,162.81206322301756,23.880455718867353,64.18063419742126,Satisfactory
Mumbai,2023-06-27,2023,6,27,282,58.58126945425245,134.91038131549044,17.112362556451913,49.48855618835659,Poor
Mumbai,2023-06-28,2023,6,28,318,280.4062345219734,374.3888388513846,27.532203588024544,41.295118838550415,Very Poor
Mumbai,2023-06-29,2023,6,29,169,257.27377676658443,156.32718956808404,98.35638390491287,72.91535161734241,Moderately Polluted
Mumbai,2023-06-30,2023,6,30,259,289.92181729823716,86.41829539567905,100.72424452772998,28.318173941198392,Poor
Mumbai,2023-07-01,2023,7,1,143,146.48940353961513,389.6807802908085,10.681577071770452,44.20443359601918,Moderately Polluted
Mumbai,2023-07-02,2023,7,2,61,28.19487974197862,145.74761099647418,44.760247148318435,98.86132639621505,Satisfactory
Mumbai,2023-07-03,2023,7,3,148,162.32596692532854,398.47758665826586,122.07505471774468,85.33599870432003,Moderately Polluted
Mumbai,2023-07-04,2023,7,4,192,126.28254708651687,109.04352494720018,12.751207584558692,88.54234039668357,Moderately Polluted
Mumbai,2023-07-05,2023,7,5,241,212.20958293052956,133.79393509501676,47.63996780658404,99.80785827803473,Poor
Mumbai,2023-07-06,2023,7,6,80,248.5047692458455,75.7111541368012,32.35328891140111,80.05790874728659,Satisfactory
Mumbai,2023-07-07,2023,7,7,330,14.29634770925242,66.20999855226171,98.63191770947337,90.40727835170097,Very Poor
Mumbai,2023-07-08,2023,7,8,343,232.07076839757966,328.155373215592,66.04992775757628,94.9795289206037,Very Poor
Mumbai,2023-07-09,2023,7,9,247,158.4684283486875,34.103061585674865,21.29376743476483,68.87308542607215,Poor
Mumbai,2023-07-10,2023,7,10,428,30.78795832196974,375.8674658978858,125.57487781285819,80.17451785970336,Very Poor
Mumbai,2023-07-11,2023,7,11,297,164.89798555158202,387.9193595279041,30.699341300733728,94.38324541199734,Poor
Mumbai,2023-07-12,2023,7,12,118,19.708743187753456,76.96551623391306,85.261359327212,59.70028475661942,Moderately Polluted
Mumbai,2023-07-13,2023,7,13,143,122.89911061529732,393.48684478505976,85.10585476638624,52.74986098401908,Moderately Polluted
Mumbai,2023-07-14,2023,7,14,426,9.13428267018681,235.40620465175598,140.5173637489361,68.2649807776441,Very Poor
Mumbai,2023-07-15,2023,7,15,70,105.79399927644397,382.260221436365,136.44669670118998,72.80209457428718,Satisfactory
Mumbai,2023-07-16,2023,7,16,366,26.302889673880443,280.08543720633685,80.45085808020882,77.68914073682008,Very Poor
Mumbai,2023-07-17,2023,7,17,218,49.067582686797465,266.33764254957237,34.13409069472327,87.87748351870742,Poor
Mumbai,2023-07-18,2023,7,18,445,184.29463938903172,51.84056956833942,100.02853909560415,77.4407335886758,Very Poor
Mumbai,2023-07-19,2023,7,19,327,83.53829294214903,31.910214166369354,26.722843755000007,64.11878301203248,Very Poor
Mumbai,2023-07-20,2023,7,20,118,139.21227951968245,306.32073006966266,28.54589188786972,56.956973810346796,Moderately Polluted
Mumbai,2023-07-21,2023,7,21,65,31.39457122906423,178.83395249262716,129.4598717994083,86.33459408949273,Satisfactory
Mumbai,2023-07-22,2023,7,22,305,31.762660410610103,119.82428126073542,132.4672487575591,17.245745581982398,Very Poor
Mumbai,2023-07-23,2023,7,23,433,186.7739747377162,385.1151784904716,136.401523280501,71.19170741886342,Very Poor
Mumbai,2023-07-24,2023,7,24,368,85.87839111332853,141.62155621641057,116.84100808437857,81.21367202733583,Very Poor
Mumbai,2023-07-25,2023,7,25,195,260.6457281356735,245.5585966774332,27.795468721383358,45.61647625917264,Moderately Polluted
Mumbai,2023-07-26,2023,7,26,78,228.86609965329515,60.2026777036636,80.85957937725021,82.38938032246213,Satisfactory
Mumbai,2023-07-27,2023,7,27,328,156.48777068882217,381.10610497233466,84.99645586384418,42.44809698699125,Very Poor
Mumbai,2023-07-28,2023,7,28,324,240.07416323147638,149.56729411574418,122.76527962568214,37.16806676570009,Very Poor
Mumbai,2023-07-29,2023,7,29,338,250.4227547979754,173.33759712728025,56.661980381873505,51.733162283717284,Very Poor
Mumbai,2023-07-30,2023,7,30,66,275.7429324858597,365.17193989234363,94.6403754361539,55.137396206962514,Satisfactory
Mumbai,2023-07-31,2023,7,31,245,293.6075882647881,313.80372286384437,24.877226670935418,78.95069864423299,Poor
Mumbai,2023-08-01,2023,8,1,302,136.96841195665957,99.97467542708303,106.54162917465217,88.34442493833839,Very Poor
Mumbai,2023-08-02,2023,8,2,65,167.75514974589024,155.4923900472177,72.62238587536409,96.72420223230282,Satisfactory
Mumbai,2023-08-03,2023,8,3,277,87.04308942837201,90.08537242202068,79.6522997624207,31.21513867493282,Poor
Mumbai,2023-08-04,2023,8,4,202,65.7665143355996,289.53252831349187,12.96097526891828,44.79863290847487,Poor
Mumbai,2023-08-05,2023,8,5,152,104.92622195345727,234.2200985492518,38.69709259562751,75.48956215698637,Moderately Polluted
Mumbai,2023-08-06,2023,8,6,286,256.50008023827263,95.3146268402339,132.4157244391663,38.490277923549144,Poor
Mumbai,2023-08-07,2023,8,7,171,131.5208948714395,91.81455078904655,49.451629055508945,30.415067873592523,Moderately Polluted
Mumbai,2023-08-08,2023,8,8,447,150.44388692184668,51.136606834495524,37.43722585824667,94.65780631014137,Very Poor
Mumbai,2023-08-09,2023,8,9,396,115.99650215247448,370.84868798529556,86.27545459428045,30.625534258007868,Very Poor
Mumbai,2023-08-10,2023,8,10,331,150.59537957888864,192.3576676537664,15.326884963412727,74.22051712010541,Very Poor
Mumbai,2023-08-11,2023,8,11,135,20.347007733686834,63.185494704753374,10.548572493153056,99.94876470066895,Moderately Polluted
Mumbai,2023-08-12,2023,8,12,336,260.2618949643022,249.08162455034184,111.85509981221998,15.939799803272685,Very Poor
Mumbai,2023-08-13,2023,8,13,64,88.97904795970678,162.86906433307286,115.88341357724117,56.26786994579948,Satisfactory
Mumbai,2023-08-14,2023,8,14,413,10.31855764287911,58.886228222944,67.46981991763312,93.65332711965674,Very Poor
Mumbai,2023-08-15,2023,8,15,328,255.59200682892381,222.48191026763874,75.98505117470957,98.20427432878341,Very Poor
Mumbai,2023-08-16,2023,8,16,185,263.40024154493045,317.6008110306031,33.53653366368152,53.66475356824475,Moderately Polluted
Mumbai,2023-08-17,2023,8,17,167,124.06963910461965,397.5597056713031,34.48375106728077,68.90121263504506,Moderately Polluted
Mumbai,2023-08-18,2023,8,18,372,19.845265215725863,43.904840886849094,36.22855078575044,8.084723310716086,Very Poor
Mumbai,2023-08-19,2023,8,19,70,224.96035809354808,398.33524265662857,103.19107008763437,51.88059981692338,Satisfactory
Mumbai,2023-08-20,2023,8,20,421,93.84679816422084,114.6112216813187,62.12299380022669,29.193057759546377,Very Poor
Mumbai,2023-08-21,2023,8,21,383,137.76893027264867,97.79339250099959,89.31254318229621,66.70658106734774,Very Poor
Mumbai,2023-08-22,2023,8,22,195,20.583638703037735,257.8196540933028,17.631298837920742,84.46177505073172,Moderately Polluted
Mumbai,2023-08-23,2023,8,23,275,266.24003585776126,23.803956012471843,133.5372861021304,59.30949344322516,Poor
Mumbai,2023-08-24,2023,8,24,371,99.05111024753639,245.52863801230353,39.41648863163003,16.051514077659817,Very Poor
Mumbai,2023-08-25,2023,8,25,205,119.90722765389556,111.60445142555993,12.19742678347915,39.20946492430076,Poor
Mumbai,2023-08-26,2023,8,26,393,45.00985172215746,75.3388857480609,107.64042641320695,66.06662615318649,Very Poor
Mumbai,2023-08-27,2023,8,27,339,299.9555271234881,20.829974285754535,99.41416905685674,18.418151312522948,Very Poor
Mumbai,2023-08-28,2023,8,28,323,253.4471506075688,99.53630881699925,20.1531243736274,71.81160513401379,Very Poor
Mumbai,2023-08-29,2023,8,29,211,158.9049814032409,119.81449942558413,117.41908485218822,93.03322761925266,Poor
Mumbai,2023-08-30,2023,8,30,428,104.4776846698543,172.858957199746,17.171401496603856,52.16896511190746,Very Poor
Mumbai,2023-08-31,2023,8,31,286,209.29163376455193,112.54076878182379,140.43229496626267,14.959395984569175,Poor
Mumbai,2023-09-01,2023,9,1,403,50.25680030478097,159.28945120410594,62.26944254445644,19.38399217392808,Very Poor
Mumbai,2023-09-02,2023,9,2,275,111.6741589354899,174.43904558081238,123.31173622117241,41.03192221411673,Poor
Mumbai,2023-09-03,2023,9,3,102,40.8047177418428,394.6549840774688,119.29549045630073,42.07266221047953,Moderately Polluted
Mumbai,2023-09-04,2023,9,4,56,150.51784406487522,21.504778344614245,80.16278240404866,41.458383507853874,Satisfactory
Mumbai,2023-09-05,2023,9,5,299,253.72773518377488,264.8009460760548,101.10141380673204,87.34804114040647,Poor
Mumbai,2023-09-06,2023,9,6,312,201.42009415729945,101.89488586815216,40.95001739395886,74.27504010758105,Very Poor
Mumbai,2023-09-07,2023,9,7,58,228.29341931246907,250.55215674860148,33.35022692571438,80.75495262445811,Satisfactory
Mumbai,2023-09-08,2023,9,8,421,31.970749314204223,231.5987039822916,134.86223820117738,32.280652687402956,Very Poor
Mumbai,2023-09-09,2023,9,9,76,10.333922200677204,172.12534999608812,86.98276896186947,63.86034631857325,Satisfactory
Mumbai,2023-09-10,2023,9,10,262,203.56784769673595,396.48454756942317,133.59524277498912,49.934106401324506,Poor
Mumbai,2023-09-11,2023,9,11,71,51.20078039333172,390.40883090775424,127.95535211580918,52.58327755951192,Satisfactory
Mumbai,2023-09-12,2023,9,12,359,259.7492568845014,149.5601646241917,135.93178711348338,94.38359110244104,Very Poor
Mumbai,2023-09-13,2023,9,13,307,278.8699028343336,44.93791350757067,86.91765648853504,61.132295402535874,Very Poor
Mumbai,2023-09-14,2023,9,14,232,233.64913110004017,256.33595882754946,94.95100541498715,85.69964065044792,Poor
Mumbai,2023-09-15,2023,9,15,176,248.9260149161418,233.80906070304212,116.70625156717149,72.79269979502979,Moderately Polluted
Mumbai,2023-09-16,2023,9,16,338,136.11008251309212,73.81455309491454,24.349486086489794,55.86917021741064,Very Poor
Mumbai,2023-09-17,2023,9,17,347,138.40345453000683,74.25854193379618,64.52085521087426,95.41172860710103,Very Poor
Mumbai,2023-09-18,2023,9,18,359,261.08895716078354,354.87525903911813,59.02611340647455,12.909477514810051,Very Poor
Mumbai,2023-09-19,2023,9,19,201,114.65946046185587,26.731263231567826,108.44796986856818,7.061509051176454,Poor
Mumbai,2023-09-20,2023,9,20,212,234.48327499081836,165.2980658034186,72.03782834520803,40.7380945331141,Poor
Mumbai,2023-09-21,2023,9,21,345,112.04541601355552,248.41464361059505,128.80491726582915,89.42100081446914,Very Poor
Mumbai,2023-09-22,2023,9,22,415,202.86456100556725,122.38698959538891,48.85319268633496,93.67424706722821,Very Poor
Mumbai,2023-09-23,2023,9,23,254,175.27006948587612,266.1336206798326,14.101922034478571,63.7197817283612,Poor
